0.047678834,0.121136098
0.145363792,0.121136098
0.243048751,0.121136098
0.340733709,0.121136098
0.438418667,0.121136098
0.536103626,0.121136098
0.633788584,0.121136098
0.731473542,0.122278419
0.829158501,0.131188526
0.900202107,0.154309112
0.931283684,0.188989991
0.949044586,0.23422592
0.965325412,0.27652989
0.975685938,0.325954331
0.984566389,0.361766108
1.042289319,0.402489867
1.139974277,0.399748295
1.237659236,0.386611599
1.335344194,0.371875652
1.433029152,0.357139706
1.530714111,0.345031099
1.628399069,0.33337942
1.726084027,0.323212759
1.823768986,0.31418842
1.921453944,0.308019884
2.019138902,0.301851349
2.116823861,0.29499742
2.214508819,0.289971206
2.312193778,0.283916902
2.409878736,0.278547991
2.507563694,0.272836384
2.605248653,0.267467473
2.702933611,0.261870098
2.800618569,0.25661542
2.898303528,0.252046134
2.995988486,0.246106063
3.093673444,0.240851384
3.191358403,0.235139777
3.289043361,0.229656634
3.386728319,0.224401955
3.484413278,0.21983267
3.582098236,0.215720312
3.679783195,0.210694098
3.777468153,0.206810205
3.875153111,0.202926312
3.955077168,0.200119465
